position,company,location,flag
Principal Software Engineer - Machine Learning,Manhattan Associates,"Atlanta, GA",85
"Product Owner, Data Science",eVestment,"Atlanta, GA",85
Project Manager- Technical Project Manager-Insights and Data,Capgemini,"Atlanta, GA",85
SR DATA ANALYST - ONLINE NETWORK STRATEGY,The Home Depot,"Atlanta, GA",85
SR DATA ANALYST - SUPPLY CHAIN ANALYTICS,The Home Depot,"Atlanta, GA",85
"Full Stack Artificial Intelligence Architect, Manager - Applied Artificial Intelligence",Deloitte,"Atlanta, GA",85
"Engineering Manager, Machine Learning",Mailchimp,"Atlanta, GA",85
Senior Machine Learning Engineer - SEAL,Georgia Tech Research Institute,"Smyrna, GA",85
"Director, Oncology Data & Analytics",Varian Medical Systems,"Atlanta, GA",85
"Conversational Artificial Intelligence Architect, Manger - Applied Artificial Intelligence",Deloitte,"Atlanta, GA",85
Consulting Actuary - Medicaid Focused,Wakely Consulting Group LLC,"Sandy Springs, GA",85
"Data Strategy Architect - Cloud, Big Data, Analytics, ML/AI/Data Science",Accenture,"Atlanta, GA",85
Business Impact Modeling Consultant,NCR,"Atlanta, GA",85
"Artificial Intelligence, Senior Consultant - Applied Artificial Intelligence",Deloitte,"Atlanta, GA",85
Senior Procurement Data Analyst,Assurant,"Atlanta, GA",85
Analytics High Value Consulting Manager - Products Industry,Accenture,"Atlanta, GA",85
Sr. Software Engineer,Sharecare Inc,"Atlanta, GA",85
"Sr. Data Analyst, Assurance and Advisory Management",The Home Depot,"Atlanta, GA",85
"Artificial Intelligence Architect, Manager - Applied Artificial Intelligence",Deloitte,"Atlanta, GA",85
"Sr. Associate, Data & Analytics Modeler, Machine Learning",KPMG,"Atlanta, GA",85
AI/ML Cloud Deployment Engineer - Senior Architect,Deloitte,"Atlanta, GA",85
AI/ML Cloud Deployment Engineer- Senior Engineer,Deloitte,"Atlanta, GA",85
AI/ML Cloud Deployment Engineer - Architect,Deloitte,"Atlanta, GA",85
Algorithm Engineer – Machine Learning - SEAL,Georgia Tech Research Institute,"Smyrna, GA",85
AI Research Engineer - Deep Learning,MRI Software,"Atlanta, GA",83
Sr Manager of Decision Science,Purchasing Power,"Atlanta, GA",82
AWS DevOps Engineer for AI Platform,"DecisionIQ, Inc.","Atlanta, GA",82
"Specialist SA, Machine Learning/AI Services","Amazon Web Services, Inc.","Atlanta, GA",81
Director of Statistical Modeling,Risk Solutions,"Alpharetta, GA",80
Data and AI Marketing Lead - Global Solutions and Industry Marketing,Avanade,"Atlanta, GA",80
Machine Learning Student Research Assistant - EOSL - Fall 2019,Georgia Tech Research Institute,"Atlanta, GA",80
Sr. Infrastructure Developer (AWS)- NextGen Payroll,ADP,"Alpharetta, GA",80
"Sr. Associate, AI Engineer",KPMG,"Atlanta, GA",78
SR DATA ANALYST - SUPPLY CHAIN DELIVERY,The Home Depot,"Atlanta, GA",77
PwC Digital Data Architect (Manager),PwC,"Atlanta, GA",73
POSITION TITLE: Sr. Statistical Programmer,Clinical Data Solution,"Sugar Hill, GA",68
Statistician,Leidos,"Atlanta, GA",66
"Associate, AI Engineer",KPMG,"Atlanta, GA",63
Analytic Manager 5 - Data Science Engineering Manager,Wells Fargo,"Atlanta, GA",59
Adobe Experience Platform Backend Developer with Machine Learning,Capgemini,"Atlanta, GA",57
"Director, Machine Learning","Cotiviti, Inc.","Atlanta, GA",57
"Sr Manager, Decision Science",The Coca-Cola Company,"Atlanta, GA",57
(Senior) Consultant for Data Science,MHP – A Porsche Company,"Atlanta, GA",30
INTERN - Merchandising Services - Data Science Summer Internship,The Home Depot,"Atlanta, GA",29
Senior Data Analyst,Equifax,"Alpharetta, GA",25
Data Analytics and Business Intelligence Manager,BDO,"Atlanta, GA",25
"Senior Fellow, Data Science - Sales Analytics",McKinsey & Company,"Atlanta, GA",22
Data Science Marketing Analytics Professional for Miami role!!!,Capgemini,"Atlanta, GA",22
Sr. Strategy Data Analyst,"Cotiviti, Inc.","Atlanta, GA",21
SENIOR DATA ANALYST SUPPLY CHAIN,The Home Depot,"Atlanta, GA",18
"Artificial Intelligence, Consultant - Applied Artificial Intelligence",Deloitte,"Atlanta, GA",18
"Project Leader, Operations Analysis & Performance, Decision Science",Delta Air Lines,"Atlanta, GA",18
Statistical Quantitative Analyst,SunTrust,"Atlanta, GA",13
Sr. Data Analyst – Global Customer Success,NCR,"Atlanta, GA",13
Statistical Data Analyst,Risk Solutions,"Alpharetta, GA",11
Senior Data Analyst,"Karna, LLC","Atlanta, GA",11
"Associate Consultant, Data Science",Mather Economics,"Atlanta, GA",10
Senior Statistical Programmer,PAREXEL International,United States,10
Data and Decision Science Intern/Co-Op 2019,GEORGIA-PACIFIC,"Atlanta, GA",8
Data Integration Engineer,Jvion,"Atlanta, GA",7
"Manager, Natural Language Processing Data Scientist",KPMG,"Atlanta, GA",7
Data Architect,"Insight Enterprises, Inc.","Atlanta, GA",7
"Director, Data Scientist, Natural Language Processing",KPMG,"Atlanta, GA",7
Data Science Lead,HugeInc,"Atlanta, GA",7
"Manager, Data Scientist, Natural Language Processing (NLP)",KPMG,"Atlanta, GA",7
Ultimate Hoops Statistician,Life Time,"Woodstock, GA",7
Jr/Mid Machine Learning Engineer - SEAL,Georgia Tech Research Institute,"Smyrna, GA",7
"Associate, Data Scientist, Natural Language Processing, Financial Services",KPMG,"Atlanta, GA",7
"Sr. Associate, Data Scientist, NLP, Financial Services",KPMG,"Atlanta, GA",7
Junior Data Analytics Engineer - ICL,Georgia Tech Research Institute,"Atlanta, GA",7
Senior Data Analyst,Cox Automotive,"Atlanta, GA",6
"Regional Head of Business Development - AI, Machine Learning, Data Science",Xen.ai,"Atlanta, GA",6
Senior Data Analyst,Epsilon,"Atlanta, GA",6
Senior Data Analyst,"The Steritech Group, Inc.","Atlanta, GA",6
"Senior Manager, Data Practice",The Coca-Cola Company,"Atlanta, GA",6
"Specialist, Data Science - Telecom, Media, Tech",McKinsey & Company,"Atlanta, GA",6
Machine Learning Engineer,CharterUP,"Atlanta, GA",6
MGR DATA SCIENCE AND ANALYTICS,The Home Depot,"Atlanta, GA",6
Applied Scientist,"Amazon.com Services, Inc.","Atlanta, GA",6
Statistical Data Analyst,"Administrative Services, Department of - DOAS","Atlanta, GA",6
Data Analyst Senior,Sedgwick,"Atlanta, GA",6
Head of Data Science,aspirent,"Atlanta, GA",6
"Data Scientist, Team Lead","Cotiviti, Inc.","Atlanta, GA",6
"Senior Data Scientist - 360i, Atlanta",Dentsu Aegis Network,"Atlanta, GA",5
Data Scientist – Global Identity and Fraud,Equifax,"Atlanta, GA",5
Senior NLP Data Scientist / Analytic Consultant 5,Wells Fargo,"Atlanta, GA",5
Senior Loyalty Statistician (Data Analytics),InterContinental Hotels Group,"Atlanta, GA",5
"Senior Expert, Data Science - Travel, Transport and Logistics",McKinsey & Company,"Atlanta, GA",5
Senior Decision Scientist - Analytic Consultant 5,Wells Fargo,"Atlanta, GA",5
Senior Data Scientist - Customer Aligned,Equifax,"Alpharetta, GA",5
"Senior Data Scientist, Online",The Home Depot,"Atlanta, GA",5
Data & Analytics Consultant (ATL),Systems Evolution Inc.,"Atlanta, GA",5
International Data Science Consultant,TransUnion,"Atlanta, GA",5
"Associate Director, Data Science & Analytics",Publicis Sapient,"Atlanta, GA",5
Senior Data Engineer,thyssenkrupp Elevator Corp,"Alpharetta, GA",5
Senior Data Analyst,VML,"Atlanta, GA",5
Senior Data Analyst,Steritech,"Atlanta, GA",5
Senior Data Analyst,Rentokil Initial,"Atlanta, GA",5
Senior Data Analyst,"Rent-A-Center, Inc.","Atlanta, GA",5
Data & Analytics Innovation Architect,Equifax,"Alpharetta, GA",5
"Data Scientists, Machine Learning (3 Openings)","Cotiviti, Inc.","Atlanta, GA",5
Senior Statistician,Epsilon,"Atlanta, GA",5
"Specialist, Data Science - Sales Analytics",McKinsey & Company,"Atlanta, GA",5
Senior Data Analyst,Dorah It Solutions,"Atlanta, GA",5
Sr Data Science Analyst,AFLAC,"Columbus, GA",5
Statistician (Health) (Direct Hire),Centers for Disease Control and Prevention,"Atlanta, GA",5
Statistician (Health),Centers for Disease Control and Prevention,"Atlanta, GA",5
Statistician,Piedmont Healthcare,"Atlanta, GA",5
ANALYTIC CONSULTANT 4 - DATA ENGINEER,Wells Fargo,"Atlanta, GA",5
Data Scientist - Data Driven Marketing,Equifax,"Atlanta, GA",5
"ASSOCIATE DATA SCIENTIST, SPACE OPTIMIZATION",The Home Depot,"Atlanta, GA",5
Sr. Operations Data Analyst,The Home Depot,"Atlanta, GA",5
"Analytics Leader , Operations Decision Science, Data Engineering",Delta Air Lines,"Atlanta, GA",5
Sr. Data Scientist,Rubicon Global,"Atlanta, GA",5
Sr. Data Analyst/Architect,aspirent,"Atlanta, GA",5
Sr. Data Analyst,ECLIPSE GAMING SYSTEMS,"Atlanta, GA",5
"Sr. Associate, Data Scientist, Natural Language Processing",KPMG,"Atlanta, GA",5
Data Scientist / Modeler,General Dynamics Information Technology,"Atlanta, GA",5
"Sr. Associate, Data Scientist Optimization",KPMG,"Atlanta, GA",5
Data Scientist Director,Greensky,"Atlanta, GA",5
Associate - Data & Analytics Modeler,KPMG,"Atlanta, GA",5
Sr Data Scientist,Risk Solutions,"Alpharetta, GA",5
Data Scientist,OMP,"Atlanta, GA",5
Data Scientist,UNITED PARCEL SERVICE,"Alpharetta, GA",5
Quantitative Analyst,SunTrust,"Atlanta, GA",5
Data Science - Summer Intern,Kabbage,"Atlanta, GA",5
Data Engineer,Jvion,"Atlanta, GA",5
Data Decision Scientist - Web Analytics,Purchasing Power,"Atlanta, GA",5
Practice Leader - Data & Analytics,Sphere Inc.,"Atlanta, GA",5
Data Architect,Softchoice,"Atlanta, GA",5
Data Science - Simulation Specialist,McKinsey & Company,"Atlanta, GA",5
Data Architect,LendingPoint Consolidated Inc,"Kennesaw, GA",5
NLP Data Scientist /Analytic Consultant 4,Wells Fargo,"Atlanta, GA",5
Data Scientist,HD Supply,"Atlanta, GA",5
Principal Data Scientist,Verizon,"Alpharetta, GA",5
Data Governance Engineer,Genuent,"Atlanta, GA",5
Lead Big Data Engineer,The Coca-Cola Company,"Atlanta, GA",5
Manager of Data Science,Feedzai,"Atlanta, GA",5
Machine Learning Researcher I/II - ATAS,Georgia Tech Research Institute,"Atlanta, GA",5
Machine Learning Engineer,Verizon,"Alpharetta, GA",5
Director of Data (Decision) Science,Purchasing Power,"Atlanta, GA",5
Data Analyst,StrategyWise,"Atlanta, GA",5
Health Statistician,Booz Allen Hamilton,"Atlanta, GA",5
Data Science Associate,McKesson,"Atlanta, GA",4
Senior Software Developer (Machine Learning),Warner Bros Careers,"Atlanta, GA",4
"Senior Associate, Data Scientist, Machine Learning",KPMG,"Atlanta, GA",4
Principal Data Scientist,ITL USA,"Atlanta, GA",4
Software Engineer for Data Science Platform,"DecisionIQ, Inc.","Atlanta, GA",4
Software Engineer/Scientist -- Artificial Intelligence/Machine Learning - SEAL,Georgia Tech Research Institute,"Smyrna, GA",4
Data Scientist Pricing Manager,Greensky,"Atlanta, GA",4
Lead Data Scientist,Invesco,"Atlanta, GA",4
"Full Stack Developer, Data Science",Delta Air Lines,"Atlanta, GA",4
Machine Learning Software Engineer,"PubWise, LLLP","Sandy Springs, GA",4
Data Scientist I,National Commission on Certification of Physician...,"Johns Creek, GA",4
"Sr. Associate, Data Scientist, NLP",KPMG,"Atlanta, GA",4
Sr. Data Analyst,Invesco,"Atlanta, GA",4
Data Scientist and Computer Engineer,Finastra,"Norcross, GA",4
Senior Data Scientist,GEORGIA-PACIFIC,"Atlanta, GA",4
"Senior Master Data Analyst - Duluth, GA",WestRock,"Duluth, GA",4
Senior Data Scientist – Global Identity and Fraud,Equifax,"Atlanta, GA",4
"Senior Data Analyst - SAP BODS Administrator_ Atlanta, GA",Avani Technology Solutions Inc,"Atlanta, GA",4
Senior Data Analysts,CoStar Group,"Atlanta, GA",4
Senior Data Engineer,Jvion,"Atlanta, GA",4
SR DATA ANALYST - SUPPLY CHAIN,The Home Depot,"Atlanta, GA",4
SEQUENT SR DATA ANALYST II,Gwinnett Medical Center,"Lawrenceville, GA",4
Senior Data Scientist - Nationwide Opportunities,"Amazon Web Services, Inc.","Atlanta, GA",4
Director of Data Science,Greensky,"Atlanta, GA",4
DATA SCIENTIST,GEORGIA-PACIFIC,"Atlanta, GA",4
"Data Scientist, Online Search",The Home Depot,"Atlanta, GA",4
Senior Engineer/Scientist - Radar Systems and Data Fusion - SEAL,Georgia Tech Research Institute,"Atlanta, GA",4
"Senior Data Scientist, Strategy & Innovation",Invesco,"Atlanta, GA",3
Data Science Practitioner,Accenture,"Atlanta, GA",3
Manager Data Scientist,Verizon,"Alpharetta, GA",3
Staff Data Scientist,GE Power,"Atlanta, GA",3
Senior Data Scientist,Equifax,"Atlanta, GA",3
Senior Data Scientist,Verizon,"Alpharetta, GA",3
"Lead Data Scientist, Operations Decision Science",Delta Air Lines,"Atlanta, GA",3
Data Scientist,CoStar Group,"Atlanta, GA",3
NATIONWIDE US OPPORTUNITY AS DATA SCIENCE,TechField LLC,"Atlanta, GA",3
Data Scientist,"FraudScope, Inc.","Atlanta, GA",3
NATIONWIDE OPPORTUNITY AS DATA SCIENTIST(FEW SLOTS LEFT),TechField LLC,"Atlanta, GA",3
Data Scientist,Verizon,"Alpharetta, GA",2
Data Scientist - Nationwide Opportunities,"Amazon Web Services, Inc.","Atlanta, GA",2
Data Scientists – Machine Learning,Brielle Technologies,"Alpharetta, GA",2
Data Scientist,IFG Companies,"Atlanta, GA",2
Data Scientist,CapTech Consulting,"Atlanta, GA",2
"Data Scientist, Online",The Home Depot,"Atlanta, GA",2
Data Scientist - Strategic Analytics,Intercontinental Exchange,"Atlanta, GA",1
Data Scientist,The Home Depot,"Atlanta, GA",1
Data Scientist / Data Analyst / System Analyst (CDC),Extreme Data Technologies,"Atlanta, GA",1
Senior Master Data Analyst,WestRock,"Duluth, GA",1
"Data Scientist (PYTHON, HADOOP)",SoftVision - TAMS,"Johns Creek, GA",1
Junior Data Scientist,NCR,"Atlanta, GA",1
Associate Data Scientist,Macy's,"Johns Creek, GA",1
Data Scientist,Hiscox Insurance,"Atlanta, GA",1
Bioinformatics Data Scientist,Serimmune Inc.,"Santa Barbara, CA",105
"Data Scientist / BI Developer - Python, R, SAS (Remote)",XLFN Consulting,"Los Angeles, CA",100
Data Scientist,Marlette Funding,California,100
Senior Data Analyst D+ Content Ranking,Walt Disney Company,"Glendale, CA",100
Senior Data Scientist,Cox Automotive,"Irvine, CA",98
Specialist - Department of Electrical Engineering and Computer Science,The Regents of the University of California,"Irvine, CA",60
Sr. AI Computer Vision Engineer,Masimo,"Irvine, CA",60
"Senior Analyst, Statistical Programming – Transcatheter Mitral & Tricuspid Therapies",Edwards Lifesciences,"Irvine, CA",60
Sr. Machine Learning Engineer,"AeroVironment, Inc.","Simi Valley, CA",60
Principal QA Statistician,B. Braun Medical Inc,"Irvine, CA",60
Principal Machine Learning Engineer,"AeroVironment, Inc.","Simi Valley, CA",60
"DSP Software Engineer (Image Signal Processing, Computer Vision, Neural Network)","Samsung Semiconductor, Inc.","San Diego, CA",60
Paid Social Analytics Manager,TechStyle Fashion Group,"El Segundo, CA",60
"Manager, Statistical Programming - Transcatheter Heart Valve",Edwards Lifesciences,"Irvine, CA",60
"Data Strategy Architect - Cloud, Big Data, Analytics, ML/AI/Data Science",Accenture,"Los Angeles, CA",60
"Manager, Machine Learning Modeler",KPMG,"Irvine, CA",60
"Manager, Data & Analytics Modeler, Machine Learning",KPMG,"Irvine, CA",60
Principal C++ Computer Vision Engineer (NSS),IDEMIA,"Long Beach, CA",60
"Senior Software Engineer, Machine Learning",Blizzard Entertainment,"Irvine, CA",60
AI/ML Cloud Deployment Engineer - Senior Architect,Deloitte,"Los Angeles, CA",60
"Engineer, Analysis/Systems Engineering (Statistician)",Aerojet Rocketdyne,"Canoga Park, CA",60
AI/ML Cloud Deployment Engineer - Architect,Deloitte,"Los Angeles, CA",60
AI/ML Cloud Deployment Engineer- Senior Engineer,Deloitte,"Los Angeles, CA",60
AppD Senior Cloud Security Data Engineer,Cisco Careers,"Los Angeles, CA",60
"Sr. Manager, Statistical Programming",Kite Pharma,"Santa Monica, CA",60
Hi-Tech Industry –AI/Data Science/Deep Machine Learning Senior Manager,Deloitte,"Los Angeles, CA",60
Senior Machine Learning Engineer,Zest Finance,"Los Angeles, CA",59
Sr. Technical Product Manager - Data Science,Medtronic,"Northridge, CA",59
Computer Vision & Camera Algorithm Design Engineer,"Samsung Semiconductor, Inc.","San Diego, CA",59
Director of Data and Analytics ( Pro Channel),Behr,"Santa Ana, CA",58
Senior Big Data Architect - Western US Location,CGI Veterans Jobs,"Los Angeles, CA",58
Director of Data and Analytics ( Pro Channel),Masco,"Santa Ana, CA",58
Senior Applied Machine Learning Engineer,Retention Science,"Santa Monica, CA",57
"Artificial Intelligence, Senior Consultant - Applied Artificial Intelligence",Deloitte,"Los Angeles, CA",57
Deep Learning / Computer Vision Lead Engineer - Stealth Computer Vision Industrial Safety Venture,BCGDV,"Los Angeles, CA",57
Senior Statistical Programmer,Katalyst Healthcares & Life Sciences,"San Diego, CA",57
"Manager, Marketing Analytics",Edmunds.com,"Santa Monica, CA",57
"Sr Manager, Business Intelligence",OpenX,"Los Angeles, CA",56
"Artificial Intelligence Architect, Manager - Applied Artificial Intelligence",Deloitte,"Los Angeles, CA",56
"Full Stack Artificial Intelligence Architect, Manager - Applied Artificial Intelligence",Deloitte,"Los Angeles, CA",56
Computer Vision/Deep Learning Software Engineer Intern,"Samsung Semiconductor, Inc.","San Diego, CA",55
"Conversational Artificial Intelligence Designer, Manager - Applied Artificial Intelligence",Deloitte,"Los Angeles, CA",54
"Sr. Associate, AI Engineer",KPMG,"Irvine, CA",54
Senior AI Product Manager,Intel,"San Diego, CA",53
Aerospace Engineer - Mathematician,The Aerospace Corporation,"El Segundo, CA",53
Senior Computer Vision R&D Scientist,UtopiaCompression Corporation,"Los Angeles, CA",52
Sr. Data Analyst Marketing - CA - Irvine,Auction.com,"Irvine, CA",52
Chief Technology Officer (CTO) - Stealth Computer Vision Industrial Safety Venture,BCGDV,"Manhattan Beach, CA",52
Strategic Analytics Manager,AltaMed,"Los Angeles, CA",51
"Senior Software Engineer, Artificial Intelligence",Blizzard Entertainment,"Irvine, CA",51
"Engineering Director, Sensor Algorithms",Medtronic,"Northridge, CA",48
Computer Vision Algorithm Design Engineer Intern,"Samsung Semiconductor, Inc.","San Diego, CA",47
Senior DevOps Engineer - Data Science,BlackBerry,"Irvine, CA",47
Senior Software Engineer - Machine Learning,AppFolio,"Santa Barbara, CA",45
SENIOR STATISTICAL ANALYST,Alto Riot,"Los Angeles, CA",44
Senior Ecommerce Data Analyst,Feedonomics,"Woodland Hills, CA",21
"Sr. Data Analyst, Ad Operations",System1,"Venice, CA",17
"Director, Data Science – Planning Process Integration",Sony Pictures Entertainment Inc.,"Culver City, CA",15
Sr. Data Analyst (clinical data/hospital/healthcare experience preferred),Cedars-Sinai,"Beverly Hills, CA",14
"Director, Data Science",Sony Pictures Entertainment Inc.,"Culver City, CA",14
"Senior Clinical Data Analyst - Quality Assurance, Full Time, Days, 8 Hours",St. Joseph Health / Covenant Health,"Mission Viejo, CA",14
"Data Analyst or Senior Data Analyst, Valuation Services",ECG Management Consultants,"San Diego, CA",14
Senior Data Analyst - HEDIS and Medicare Star,SCAN Group,"Long Beach, CA",14
Machine Learning Engineer II,"AeroVironment, Inc.","Simi Valley, CA",13
"Director, Data Science and Business Intelligence",WASH Multifamily Laundry Systems,"Los Angeles, CA",13
Sr. Digital Analyst / Data Analyst / Optimization Specialist,Tillster,"Los Angeles, CA",13
"Software Engineer, Speech/Natural Language Processing","DMAI, Inc.","Westwood, CA",12
Senior Machine Learning Engineer,Intuit,"Woodland Hills, CA",12
Senior Machine Learning Engineer,"TrueCar, Inc.","Santa Monica, CA",12
Mgr Data Science,Cox Automotive,"Irvine, CA",11
"Conversational Artificial Intelligence Architect, Manger - Applied Artificial Intelligence",Deloitte,"Los Angeles, CA",11
Data Analyst - Investigative Analytics - Senior Associate,PwC,"Los Angeles, CA",10
Senior Data Analyst,"Liferay, Inc.","Diamond Bar, CA",10
Sr Data Analyst - Data Insights Marketing,Hulu,"Santa Monica, CA",10
Senior Data Analyst,Experian,"Costa Mesa, CA",9
Data Scientist Lead,Auto Club of Southern California,"Costa Mesa, CA",9
Software Engineer (Computer Vision/Deep Learning),"Samsung Semiconductor, Inc.","San Diego, CA",9
Statistical Analyst,Southern California Edison,"Rosemead, CA",9
Data Science Intern,Cuker,"Carlsbad, CA",9
Computer Vision Engineer - NOT A SALARIED POSITION-STOCK OPTION+CASH BONUS,"SINSAT, Inc.","Los Angeles, CA",8
Data Solutions Senior Analyst,Capital Group,"Los Angeles, CA",8
Lead Data Scientist,Zest Finance,"Los Angeles, CA",8
Senior Business Intelligence (BI) / Data Analyst,Pluto TV,"West Hollywood, CA",8
Deep Learning Research Scientist / Engineer (Speech and Language Processing),"Samsung Semiconductor, Inc.","San Diego, CA",8
Principal Machine Learning Engineer - Conversational AI,Zillow Group,"Irvine, CA",8
"Senior Data Analyst, International Business Development",Cox Automotive,"Irvine, CA",8
Machine Learning Intern,NTENT,"Carlsbad, CA",7
"Senior Technical Data Analyst, CRM Operations",Intuit,"San Diego, CA",7
Industrial Engineering - Data Science,ViaSat,"Carlsbad, CA",7
"Hardware Engineer, Microfabrication Process Development, Quantum AI",Google,"Santa Barbara, CA",7
Advanced Category Management Data Scientist,Denso North America,"Long Beach, CA",7
Data Scientist - Operations Research,Beyond Limits,"Glendale, CA",7
Data Scientist - Information Security Focus,First American,"Santa Ana, CA",7
Data Scientist - DSS Training Specialist - West,Dataiku,"Los Angeles, CA",7
"Programmer Analyst, Data Science",Houlihan Lokey,"Los Angeles, CA",7
Director of Engineering (Machine Learning/AI),Briq,"Santa Barbara, CA",7
Program Analyst/Statistician,Dynamic Systems Technology Inc,"El Segundo, CA",7
Computational Mathematician / Engineer,Gustaine,"Orange, CA",7
"Manager, Data Science & Management Insights",NBCUniversal,"Universal City, CA",7
Principal Data Scientist,Verizon,"Irvine, CA",7
Sr. Staff Data Scientist,Panasonic Avionics Corporation,"Lake Forest, CA",7
Principal / Senior Principal Embedded Software Engineer - Data Science,Northrop Grumman,"Camarillo, CA",7
NLP Developer Bi,Bank of America,"Simi Valley, CA",7
SEO Data Scientist,Golden Hippo,"Woodland Hills, CA",7
Marketing Data Scientist,Drybar,"Irvine, CA",7
"Associate, Data Scientist, Natural Language Processing, Financial Services",KPMG,"Irvine, CA",7
"Associate, Data & Analytics Modeler",KPMG,"Irvine, CA",7
Computer Vision Engineer,"AWM Smart Shelf (Adroit Worldwide Media, Inc.)","Aliso Viejo, CA",7
"Manager, Data Scientist, Natural Language Processing (NLP)",KPMG,"Irvine, CA",7
Senior Data Scientist,UCLA Health,"Los Angeles, CA",7
Data Science Intern - M.S./Ph.D.,Riot Games,"Los Angeles, CA",7
Computer Vision and Deep Learning Research Engineer,"Eyenuk, Inc.","Los Angeles, CA",7
"Senior Statistician, Data Analytics",Phar LLC,"Beverly Hills, CA",7
Senior Data Scientist,Veritone,"Costa Mesa, CA",7
Computer Vision Engineer,Octi,"Hollywood, CA",7
Data Scientist,Confie Insurance Group,"Huntington Beach, CA",7
Data Scientist,Acorns,"Irvine, CA",7
"Senior Data Scientist, Research",NEXT Trucking,"Los Angeles, CA",7
Data Science Associate Consultant,ZS Associates,"Los Angeles, CA",7
Senior Forensic Data Analyst,Latham & Watkins LLP,"Los Angeles, CA",7
Senior Data Analyst,"Pixalate, Inc.","Los Angeles, CA",7
Machine Learning Engineer (Data Analysis),"Samsung Semiconductor, Inc.","San Diego, CA",6
Sr. Data Scientist,VaynerMedia LLC,"Los Angeles, CA",6
Senior Machine Learning Applied Scientist,Evidation,"Santa Barbara, CA",6
"Software Engineer, Machine Learning",Snapchat,"Los Angeles, CA",6
Machine Learning Developer,Kinecta Federal Credit Union,"Fountain Valley, CA",6
Sr. Data Scientist,"Amazon Web Services, Inc.","Santa Monica, CA",6
Machine Learning Engineer,Relativity Space,"Los Angeles, CA",6
Senior Research Scientist / Engineer - Machine Learning,Brain Corp,"San Diego, CA",6
Machine Learning Architect,BAE Systems,"San Diego, CA",6
Sr. Product Manager (AI/Machine Learning),Briq,"Santa Barbara, CA",6
Senior Software Engineer (Machine Learning/AI),Briq,"Santa Barbara, CA",6
"Software Engineer, Machine Learning",Google,"Los Angeles, CA",6
"Software Engineer, Computer Vision",Snapchat,"Los Angeles, CA",6
Software Engineer – Big Data,Beyond Limits,"Glendale, CA",6
Game Statistician,XFLAGFOOTBALL,"Irvine, CA",6
"Full Stack Developer, Data Science & Insights",Netflix,"Los Angeles, CA",6
Staff Machine Learning Infrastructure Engineer,Intuit,"San Diego, CA",6
Senior Statistician,UCLA Health,"Los Angeles, CA",6
Engineer.ai - Back End Developer,Kinect,"Playa del Rey, CA",6
Technical Client Director - Data & Analytics,Neudesic LLC,"Irvine, CA",6
Sr. Data Engineer,Medtronic,"Northridge, CA",6
SUPERVISORY INTERDISCIPLINARY ENGINEER/PHYSICIST/SCIENTIST/MATHEMATICIAN,US Department of the Navy,"Point Mugu, CA",6
"Senior Data Scientist, Analytics",NEXT Trucking,"Los Angeles, CA",6
Senior Data Analyst,The Black Tux,"Santa Monica, CA",6
Risk Adjustment Data Scientist,Agilon Health,"Long Beach, CA",6
"Senior Architect, Machine Learning & AI",Hulu,"Santa Monica, CA",6
Senior Computer Vision Scientist,GumGum,"Santa Monica, CA",6
Public Health Statistician,Center For Health Equity Reaseach (CSULB),"Long Beach, CA",6
"Project Scientist - Medical Imaging, Deep Learning",Cedars-Sinai,"Los Angeles, CA",6
Senior Data Analyst,Mr. Cooper,"Costa Mesa, CA",6
Senior Data Analyst,Pex,"Los Angeles, CA",6
Sr Data Analyst,Huntington Hospital,"Pasadena, CA",6
"Professional, Data Scientist",CoreLogic,"Irvine, CA",6
"Product Manager, OCI - Data Science",Oracle,"Culver City, CA",6
"Process Monitoring, Senior Data Analyst/Analyst - Technical Services","Atara Biotherapeutics, Inc.","Thousand Oaks, CA",6
"Principal Scientist - Clinical Pharmacology, Modeling & Simulation",Amgen,"Thousand Oaks, CA",6
NCEAS Environmental Data Science Coordinator,University of California Santa Barbara,"Santa Barbara, CA",6
"Sr. Associate, Data & Analytics Modeler, NLP",KPMG,"Irvine, CA",6
Senior Data Analyst,Verus Analytics LLC,"Diamond Bar, CA",6
Sr. Data Analyst # JN -092019-48898,SSI,"Thousand Oaks, CA",6
"Principal Data Scientist, Analytics",NEXT Trucking,"Los Angeles, CA",6
Software Engineering – Machine Learning,Lykuid,"Costa Mesa, CA",6
"Senior Data Analyst, Digital Marketing Analytics (Duration position until December 2020)",Kaiser Permanente,"Burbank, CA",6
Senior Data Scientist,Amgen,"Thousand Oaks, CA",6
Sr. Data Analyst - Mobile Ads,Scopely,"Culver City, CA",6
Natural Language Processing Engineer,Oben,"Pasadena, CA",6
NLP Engineer,Alexandria Technology,"Los Angeles, CA",6
Senior Data Scientist,PatientPop,"Santa Monica, CA",6
"Quantum Systems Engineer, Hardware Engineer, Quantum AI",Google,"Santa Barbara, CA",6
senior Data Analysts,FrescoData,"Newport Beach, CA",6
"Director, Data Science Innovation",L.A. Care Health Plan,"Los Angeles, CA",6
"Director, Content Analytics & Measurement",NBCUniversal,"Los Angeles, CA",6
"Data Scientist, Engineering",NEXT Trucking,"Los Angeles, CA",6
Data Scientist Senior - Natural Language Processing (NLP),Capital Group,"Los Angeles, CA",6
Data Architect,Mattel,"El Segundo, CA",6
Business Insurance Data Scientist Internship- Woodland Hills CA,Farmers Insurance Group,"Woodland Hills, CA",6
